texto,rotulo
Um ambiente rico em detalhes e aconchegante! Ótimo lugar para jantar a dois ou com amigos!,1
"Amei, atendimento 1.000 comida 1.000 td de bom. Recomendo!",1
"Além dos vinhos, de sobremesa tem uns churros que são os melhores que já comi.",1
"O lugar é uma graça, c/ vários cantinhos bem decorados.Sugiro os pinchos de entrada.Problema:Vinhos franceses em sua maioria naturais, tem um final de boca meio frisante q pode não agradar. Diferente!",1
A melhor carta de vinhos de SP!!,1
O preço é um pouco salgado mas vale a pena!,1
Melhor lugar para tomar sorvete! Recomendo o de ninho trufado.,1
Sigam-nos no Twitter e Facebook!,0
Pic Burguer + a melhor batata de São Paulo = epic win!,1
Sem dúvida um dos melhores hambúrgueres de São Paulo. As melhores opções são o Pic Burguer e o Dream Burguer acompanhados de batata com molho de cheddar e bacon.,1
PicBurguer Americano. Sempre.,0
"Gosta de onion rings? NÃO peça no fifties. Puro óleo, o resto é ótimo! =)",1
A porta do banheiro abre sozinha! #medo,0
Pic burger - especialidade da casa. Simples e delicioso.,1
Melhor batata frita de SP,1
"Escrevi um comentário sobre como o Ketchup na embalagem ""Heinz"" obviamente NÃO É HEINZ ORIGINAL, ou diluiram ou colocaram outro, o que é uma vergonha para um estabelecimento deste padrão. Deletaram.",-1
O Pic Americano é foda!,1
O atendimento é péssimo!,-1
"Filé mignon, catupiry, champignon e cebola na ciabatta.",1
"Atendimento péssimo! Só vá se estiver bem zen, pq se não vc se irrita com os garçons!",-1
Sou fã do Pic Americano,1
Atendimento é uma MERDA !!!!,-1
"Pic Americano é indispensável, assim como as batatas Fifties.",1
Pic Europa é muuuuito bom ma ma ooooeeeeeeeee,1
Fique de olho porque a conta costuma ser dividida pelo número errado de pessoas.,-1
"Quadragésima oitava vez que compareço no recinto e não tem o bendito suco de tangerina. Detalhe, estive presente na época da fruta! Retirem esse suco do cardápio!!!",-1
"Carissimo, mas delicioso!!!",1
Pic Burger = o melhor lanche do mundo...,1
Onion rings sao perfeitas!,1
"Cardápio diferente das outras unidades The Fiftie's, com drinks alcoólicos, entradas diferenciadas como a batata frita trufada, mozzarela sticks, hot dog sliders. Pratos e sanduíches exclusivos.",1
"Olha, a qualidade da batata frita está péssima sem contar a cara de boa vontade dos garçons. Primeira e ultima vez",-1
"Escolhi o London Burger e gostei muito, hamburguer de fraldinha bem passado e saboroso. A onion rings deixa a desejar. De sobremesa brownie; que tb é muito bom. Casa cheia e atendimento excelente.",0
"Atendimento lento e mal educado. Jogam o prato na mesa, e fazem bico se vc ñ deixa 10% - estão mais preocupados em saber que garçom te atendeu do que se desculparem. E ñ tem wifi, em que ano estamos?",-1
Veggie burguer + milkshake de avelã vidaaaa e onion rings !! Fantástico!!! Fui MUITO bem atendida!!!,1
Pic Burguer e Cervejinha gelada com batata. Delicia.,1
Cheesalight e' o melhor. Pena que o atendimento e' pessimo: garcons mono-tarefa e servico demorado.,-1
Comida de excelente qualidade para comprar e levar para casa! Recomendo muito!,1
Comida de excelente qualidade!!! Recomendo!,1
"Comprei arroz, maionese e fraldinha. Tudo estava muito gostoso e excelente qualidade. Ganhamos uma porção de farofa que é maravilhosa! Recomendo.",1
O talharim no molho Sugo é tudo de bom!!!!,1
Almocei o nhoque e adorei. Muito bom. Quero experimentar as outras opções!,1
"Ótimas massas, único lugar na vila com cervejas diferenciadas... (Colorado, trooper, etc) Vale a visita a qualquer hora!",1
Otima proposta! Massas de excelente qualidade. Recomendo,1
Tudo perfeito. Muito bommmm.,1
"Escondido na Vila Gumercindo, no início da Cursino, este pequeno estabelecimento traz deliciosas opções de massas e outros pratos prontos. Destaque para a feijoada do Carlos Augusto aos sábados!",1
"Nhoque de batata, rotisseria maravilhosa",1
Bons preços e pratos!,1
"Algumas massas diferentes, poucos rótulos de cervejas... No geral é algo diferente e gostoso no bairro.",1
PF acima do preço e porção de feijão estava com gosto de comida requentada. Nada de mais...,-1
Cerveja especial (Carolus Tripel),0
O Filé Mignon Parmegiana com Arroz e Fritas eh sensacional! Peça a porção de Feijão vale a pena!! ,1
Parmegiana!,0
"A começar pelo komoti shishamo, uma dupla de peixinhos recheados com ovas que vão à grelha antes de serem servidos com limão.",1
"Ótimo sashimi teishoku às terças e sextas, no almoço.",1
"Talvez você se assuste com a vovó japonesa que, logo na entrada, assiste  TV sentada em uma cama. Mas vá em frente. Sashimis excelente e pratos quentes muito bem preparados.",1
Beringela no missô e gyuniku no tataki: eu morreria feliz depois de comer esse combo. <3,1
"É um dos segredos mais bem guardados da culinária autenticamente nipônica de São Paulo. O gohan é da melhor qualidade (grãos californianos), convenientemente trazido em recipiente extra!",1
"O cônsul japonês costuma comer aqui, é uma dica?",1
Na parede estao opcoes que sao pratos que nao estao no cardapio. Sashimis otimos! Tempero dos caldos fantástico!,1
Berinjela no missô maravilhosa!,1
"teishoko, lamen. beringela no missô. nirá com ovo. Muda o menu todos os dias. Ambiente simples e comida bem feita. No almoço, há só teishoku (R$ 31,00 a R$ 58,00. À noite, a la carte. $$",1
Um dos melhores lugares para almoçar em São Paulo. Todos as opções de teishokus que experimentei estavam deliciosas.,1
Meu restaurante preferido de comida japonesa! Mas não tem sushi e sashimi é só nos dias de feira - com cortes superfrescos!,1
"Ótimo custo benefício. Alguns pratos, se você não comer muito, da pra dividir. Tonkatsu, Ebifrurai e Anxova Teishoku são muito bons. Estacionamento conveniado R. Galvao Bueno, 700 R$10 por 3 horas",1
"Comida farta, diferente do convencional restaurante japonês paulistano, tudo delicioso. Não vá se tiver paladar muito ocidental e torcer o nariz para comida japonesa de verdade! :)",1
Tem uma foto errada... barco de sushi não é no Kidô. rs,0
"Um dos melhores restaurantes japoneses, com comidas muito bem feitas e típicas, que não se encontra em outros restaurantes. Qualquer coisa que se peça lá é delicioso.",1
Melhor gohan da cidade!!!,1
"N da pra entender como TODOS os componentes dos teishokus são feitos à perfeição pelo mestre kaku-san. Se chegasse la um dia e tivesse so o arroz ja teria valido a viagem! Cara, e os sashimis...",1
"Pratos saborosos, com destaque para o maguro do Sashimi Teishoku. No entanto, a infraestrutura é bem precária: pouca ventilação, baixa iluminação e toaletes sujos e sem cuidado.",1
"Melhor comfort food japonesa de SP. Disparada. Técnica apurada, adaptada ao longo dos 20 e poucos anos da casa para agradar a clientela fiel e experiente de japoneses ou não, e até os inciantes.",1
"Teishokus bons , no jantar a pedida esta na parede , yaki nasu(berinjela assada) , morokyu(pepino com misso) e assim vai",1
Se pedir Wafu Steak vá de filé mignon. O contra filé nem sempre é macio...,1
"Muito bom, arroz nota mil, super tradicional. A anchova é primorosa.",1
O melhor teishoku de Sampa!,1
"Camarão, lombo ao molho de gengibre e Lamen com Lombo. 🌟🌟🌟🌟💲💲Achei engraçado a veia sentada logo na porta do restaurante assistindo TV. É tipo um teste... Só entra os fortes! R$50/pp",1
"Esse lugar lembra a casa da batchan: enka tocando no radio, calendarios pendurados nas paredes, cacarecos espalhados, a batchan sentada na cama assistindo NHK... ❤️❤️❤️. A comida é TOP!",1
Karaage bem que poderia ser um KFC japonês! 😉,1
"lugar muito especial. amo chegar e ser ""recebida"" pela senhorinha e sua tv. comida primorosa!",1
"Japonês tradicional, com delicioso e farto teishoko. Peça o tonkatsu teishoko, com carne de porco. Ambiente e clima que fazem jus ao estilo da comida. A batchan vendo tv no canto é um clássico.",1
"Não se assuste com o ambiente apertado e escuro. A comida é sensacional. No almoço, o prato do dia tem um preço justíssimo. Pedi o Wafuu Chicken Steak Teishoku e adorei.",1
Ótimos pratos da verdadeira cozinha japonesa com custo justo!,1
"""Fui de batata e foi uma ótima escolha, a batata era MUITO boa! O lanche era muito bom também, o bolinho é bem temperado e a salada combina muito bem com o molho que é uma delícia"". Quer saber mais?",1
"Kebab muito bom, formato diferente dos demais espalhados pela cidade. O molho dá um toque muito bom ao frango e demais, porém com o defeito de fecharem bem cedo, às 19 ...",1
"Kebab no pão pita aberto delicioso e preços bons, principalmente nos combos (peçam com falafel plmdds). Tem promo às terças e quartas com 30% de desconto no combo! Adorei!",1
"No Brasil, muitos conhecem apenas o durum kebab... O döner kebab que fazemos é bastante popular na Europa e novo por aqui. São tipos diferentes, mas ambos kebab e deliciosos :)",1
Não conhecia o lugar e acabei pedindo pra experimentar pelo iFood. O falafel é maravilhoso e o kebab vegetariano estava ótimo e muito bem temperado. Ótima pedida!,1
"Parabéns adorei o Kebab tava uma Delícia... O local está muito bem elaborado com o espaço ótimo, atendimento nota 10.👏👏👏👏",1
"Tudo muito bom! Batata frita perfeita, bom atendimento e o lanche é muito bom tbm. Só fica este porém, o que eles servem é um lanche e não um kebab.",-1
"NÃO RECOMENDO, AMADORES! Fui 3x espaçadas, com a casa vazia, e ñ tinha o prato principal. Tinham 2 pessoas na fila e demoraram 20min p/ me dizer q ñ tinha, enquanto um gerente ficava olhando p/ o teto",-1
O falafel é delicioso! Tem em porção ou em sanduíche. Para deixar o lanche vegano é só pedir sem os queijos. O atendimento também é ótimo!,1
Sensacional. O döner kebab de frango e o de cordeiro são meus preferidos. A porção de falafel também é imperdível!,1
"Meu novo rango favorito na região. O falafel é ótimo, os doners são bem montados e o preço também é convidativo",1
"Eu adoro, mas poderiam caprichar mais no molhinho e deixar alguns para nos servirmos... Hoje a pimentinha calabresa ficou faltando!!",1
"Muito bom, tudo muito saboroso. O fast-food que faltava no Brasil.",1
"Preço ótimo, comida ótima, com as promoções regulares então... O atendimento é 10 também!",1
A promoção de saladas às segundas é excelente e o falafel é uma delícia!,1
"sempre digo que vou testar outros, mas acabo no de cordeiro toda vez. ótimo lanche !",1
"Muito saboroso, uma nova opção de fast food. Curti muito.",1
"Não chega a ser ""fast food"" mesmo. Mas comida boa e preço ok. Atendimento normal. Local confortável.",-1
"Como já falaram, servem um lanche, não tem nada de kebab. Dito isso, o de cordeiro é gostoso. Preço razoavel.",-1
"O bolinho de falafel é bem saboroso. O sanduíche de carne, nem tanto",0
Adoro kebabes e aqui vc encontra uma variedade enorme de sabores!,1
"Muito caro pelo tamanho e sabor. Fomos em dois e gastamos R$60,00. Para fast food de tamanho normal, foi muito.",-1
"Fast food, simples assim. O falafel não é gostoso. A carne do lanche estava seca. Atendimento lento.",-1
Os Kebab são bem gostosos! Mas não tem variedade de molhos e sabores.,0
Porção de falafel!,0
Bom sabor para um fast food. Se não tiverem mais nada vale a pena.,0
Kebab de cordeiro e falafel deliciosos!,1
"Não gostei, muito pesado e com sabor muito forte...",-1
saladinha com molho de iogurte e hortelã.,0
"Ótima comida, com ingredientes de qualidade e muito bem feita! O preço é um pouco salgado, mas justo com o que servem! De sobremesa recomendo o mini churros após um cafezinho.",1
Pães incríveis. Aqui é lugar onde você pode encontrar os melhores canolli italo-mooquenses. Experimente também o incrível rosbife caseiro e o pão integral da casa. Melhor padaria de SP!,1
"Buffet completo inclui panquecas, wafle e tapioca! Preço justo. Açaí bem bonito e porção boa. Fui bem atendida pelos garçons, só precisam melhorar o atendimento dos caixas.",1
"Excelente padaria. O café da manhã buffet é uma ótima pedida para quem costuma ter bastante apetite ao acordar. Na minha opinião, a melhor padaria da Moóca.",1
Sente no balcão e peça ao Márcio um pão na chapa co saída de requeijão preparado pelo cowboy! Uma média e uma salada de frutas deixam seu café da manhã perfeito.,1
"Atendimento atencioso e gentil(correram 1 quarteirão para me devolver o casaco q esqueci). Tem um grande estacionamento próprio do outro lado da rua. Mais uma padaria ""chic"" q cobra R$ 8,00 pelo bauru",1
"Não colocam preço em várias coisas! Por quê? Só compro pão porque não tenho paciência de ficar perguntando quanto custa, e quando pergunto o preço é sempre absurdo, mais de R$30 um sorvete da Haagen!",-1
"O buffet (café da manhã, janta e sopa) são simplesmente sensacionais, isso compensa o atendimento que diga-se de passagem deixa um pouco a desejar.",1
"Uma pena não ser 24 horas, o buffet é o melhor da Mooca, além de ser a padaria mais bonita do bairro. Mas, pratica os mesmos preços salgados de suas concorrentes.",1
"Muito requinte, mas todos os func. engajados na arrumação da padaria, esqueceram que em primeiro lugar vem o cliente! Esperei atend. por 10min, acionei varias x func. e nada....levantei e fui embora.",-1
"Pão é bom, mas o atendimento está ainda meio precário quem sabe com mais alguns anos de experiência os funcionários começam a dar pelo menos bom dia com sorriso no rosto para o cliente.",-1
"Variedade de alimentação excelente! O problema está no buffet, pois a comida sempre esta fria! Sanduíches deliciosos e Staff sempre educados e atenciosos!",1
"A incompetência e falta de visão da administração da Veredas deu chance para uma nova alternativa inteligente e de qualidade na região. Só falta ser 24h, pq demanda e potencial tem.",1
Quitutes do tipo coxinhas etc da pra notar pelo sabor que foram fritos em óleo velho e os pães da praça são exagero de massa e pouco recheio. Prefiro a veredas tem mais qualidade la.,-1
